Lens ID,concatenated_column,precision
184-970-451-961-573,"Consortium of fungi immobilized on a laminar lignocellulose carrier for the treatment of wastewater and method for producing same The invention relates to a laminar biocarrier made by weaving or interlacing yarns of lignocellulosic material, which supports and immobilizes a consortium of wood-decay fungi, in particular strains of Pleurotusostreatus and Phanerochaetechrysosporium, for the treatment of wastewater contaminated by colorants, heavy metals, chemical oxygen demand and biological oxygen demand. The invention also relates to a method for producing the inoculated laminar biocarrier and to the use thereof as a filter for reactors of different configurations for the treatment of waste effluents.",
193-501-860-878-281,"Multi-layer recirculating filter wastewater treatment apparatus A wastewater treatment unit (10) includes a recirculation chamber (32), a dosing chamber (34) having no direct fluid connection to the recirculation chamber, and at least two filter layers (28,30) in a single tank (12). Each filter layer contains filter media (56) and is located atop the recirculation and dosing chambers. The wastewater treatment unit also includes an influent pipe (50) connected to the recirculation chamber, a recirculation pump (72), a recirculation valve (74), and an effluent discharge pipe (88) connected to the dosing chamber. In operation, the influent pipe directs wastewater entering the unit into the recirculation chamber. The recirculation pump feeds wastewater from the recirculation chamber onto the filter layers. The recirculation valve then directs the filtrate back to the recirculation and dosing chambers. The filtrate is then discharged from the unit via the effluent discharge pipe. A control system is also provided that includes a level control for the chambers and an over-amperage alarm for the recirculating pump and a ponding alarm for alerting when ponding of water is detected on either of the filter layers.",
133-568-457-439-801,"Orbital wastewater treatment system and method of operating same An orbital wastewater treatment system includes a tank assembly, at least one impeller, a flow-diversion mechanism, an actuator, optionally at least one sensor disposed in the tank assembly, and a control unit. The tank assembly has an anoxic zone and an aerobic zone and passages between the two zones. The impeller is disposed in the tank assembly for aeration and for moving mixed liquor under process about the tank assembly. The flow-diversion mechanism is disposed at least one of the passages between the aerobic and the anoxic zone. The actuator is operatively connected to the gate for regulating the flow state or configuration thereof in response to a signal generated by the control unit at least partially pursuant to a predetermined schedule and/or at least partially in accordance with input from the sensor.",
178-629-729-825-976,"Water treatment system A method and apparatus for the removal or reduction of inorganic contaminants, hardness, radionuclides, organic contaminants, odor, turbidity, discoloration, and objectionable taste from water, subjects the water to lime-phosphate softening, aeration, sedimentation, filtration and ion exchange in an automatic cycle especially suited for home and small commercial usage. The raw water, such as well water, is first subjected to a cold lime softening and aeration treatment, then to a phosphate treatment followed by settling and filtering. The thus treated water is supplied to a pressurized tank feeding a conventional ion exchange water softening unit as the water is tapped for use. No heat input is needed but the treated water can be heated as desired for use. An electrical control system regulates the water and chemicals input agitation, aeration, the time of chemical treatment in successive stages and the maintenance of a desired head pressure for the treated water. The apparatus is compact, fully automatic in operation, low in cost and is well suited for use in private homes.",
135-597-453-739-909,"Multi-functional water quality sensor A multi-functional sensor assembly includes an electrically non-conductive substrate defining at least a distal region, intermediary region, and proximal region that are each covered with electrically conductive traces. The proximal region is configured to be exposed to a media to be sensed and the distal and intermediary regions are configured to be protected from the media. The electrically conductive traces are connected to one or more electrodes to sense one or more of alkalinity, cyanuric acid concentration, or oxidant concentration of the media.",
002-794-932-315-329,"Apparatus for pipeline rehabilitation with internal bypass A method is provided for the installation of varied sewer rehabilitation lining materials within an existing sewer while conveying sewage flow through an internal bypass contained on a sled that applies the rehabilitation materials, thus eliminating the need for an expensive, intrusive above grade external bypass. The apparatus is compatible with the various rehabilitation materials, technologies and methodologies currently available in the industry. The method and apparatus can be utilized to restore the original structural integrity of a sewer pipe or to provide a corrosion barrier. Multiple and varied rehabilitation materials (including but not limited to epoxy, geopolymer, mortar, cement, etc.) can be applied using the same apparatus. The apparatus can also be utilized to clean and televise the sewer prior to and during the rehabilitation process.",
012-156-763-324-510,"Processes for the separation of water from aqueous systems Processes for the separation of water from a mixture of water with other components, comprising the following steps: A) providing feed material FM comprising water and at least one a nonionic surfactant S in an amount of 0.1 to 1000 ppm by weight based on the feed material FM, B) subjecting said feed material FM to a distillation step using a falling film evaporator.",
109-591-996-543-320,"Process for the removal of contaminants from water The present invention provides a method of removing contaminants from water which includes the steps of first providing a water feed exposed to at least one hydrocarbon or chemical process. This water feed is set in-line with a reverse osmosis system which includes an inlet, at least one reverse osmosis membrane, a permeate outlet, and a reject outlet. Then, pressure is applied to the water feed, or where the pressure of the water feed is higher than desired, the pressure is controlled or reduced. The pressure of the water feed serves to force the water feed through the reverse osmosis system. The reverse osmosis system then separates the water feed into a permeate and reject which includes at least one of the contaminants. The permeate is then directed to the permeate outlet and the reject is directed to the reject outlet.",
151-311-742-737-946,"Method for treating bioorganic and wastewater sludges A method of treating sludge to provide a stable product for use as a beneficial soil or fertilize for agricultural lands is disclosed which includes the steps of: (a) mixing sludge with at least one alkaline material in an amount sufficient to raise pH of the mixture to a level of at least 12 and to increase percent of solids in the mixture to at least 40% by weight, and such that odorant sludge organics and inorganics are bound to adsorbent particles of the alkaline material, (b) aerating and drying the mixture by agitation and heating to stabilize the mixture and increase the percent solids to at least 50% by weight, and (c) pasteurizing the dried mixture at a temperature at or above 52 DEG C. by application of heat resulting from an exothermic reaction of the alkaline material with water in the sludge, wherein said step (b) is carried out in a mechanical means selected from the group from the group consisting of a drum dryer, a pelletizer, and a fluidized bed apparatus, and wherein the heat applied for drying in said step (b) reduces the amount of additional heat required for pasteurization in said step (c) thereby reducing the amount of alkaline material needed for said exothermic reaction.",
124-304-531-145-989,"Microwave ground, road, water, and waste treatment systems A microwave ground or road surface heating system that eliminates the need for preparation of the surface to be heated while preventing leakage of microwave radiation. The highly portable microwave heating system prevents leakage of microwave radiation via a microwave horn and sealing shroud configuration that seals the unit to the surface being heated.",
104-992-515-165-660,"Water reclamation system and method A system reclaiming contaminated water includes a heat exchanger that receives the contaminated water and converts at least a portion of the contaminated water into steam and collects at least a portion of the contaminants within the heat exchanger. A thermal transfer fluid is heated by a heat exchanger is communication with a heat source. The heated fluid is circulated through the heat exchanger to heat the contaminated water. A steam engine is coupled to a generator, the steam engine receives the steam from the heat exchanger to drive the generator to provide power for the system. Steam exhausted from the steam engine is supplied to supplemental heat loads and then condensed in a modular condensing system. The collected contaminants are directed to an evaporation device to remove residual liquid.",
091-320-972-711-784,"Method for improving wastewater treatment A method of treating wastewater prior to being processed within a wastewater treatment facility is provided, wherein the wastewater is delivered to the wastewater treatment facility by a collection piping system having an interior surface, and wherein the wastewater includes a predominant waste material, the method comprising: introducing select microbes into the piping system in an amount proportional to the surface area of the interior surface of the piping system, wherein the select microbes are capable of completely consuming the predominant waste material in the wastewater, until a biomass comprising almost entirely the select microbes is formed along the interior surface of the piping system; monitoring the biological oxygen demand (BOD) level of the wastewater at a downstream location immediately prior to the wastewater treatment facility in comparison to a desired BOD level; and adjusting the introduction of the select microbes into the piping system in proportion to the average downstream flowrate of the wastewater through the piping system to minimize the difference between the monitored BOD level and the desired BOD level.",
052-766-262-856-016,"Water treatment plant and method for operating water treatment plant A water treatment plant which performs water treatment using a water treatment device includes an imaging device, a processing device, and a control device. The imaging device images a water treatment environment of the water treatment device and outputs image data obtained by imaging. The processing device causes an arithmetic device which performs an arithmetic operation using one or more calculation models generated by machine learning to execute the arithmetic operation employing the image data output from the imaging device as input data of the one or more calculation models. The control device controls the water treatment device on the basis of output information output from the arithmetic device by executing the arithmetic operation.",
119-168-861-462-958,EQUIPMENT POLE FOR THE REMOTE READING OF WATER CONSUMPTION ,
021-052-318-954-178,"Low flow wastewater and effluent distribution system A liquid distribution system for distributing effluent from a source of waste water. This liquid distribution system is contained within a distribution box and includes liquid inlet piping, a ramp system, and a low capacity liquid flow splitting system, including slots and capillary grooves. A high capacity flow splitting system may also be included. In addition, an adjustment system is incorporated into the liquid distribution system for maintaining the level of the liquid distribution system in the ground.",
045-344-183-122-029,"Process and plant for the recovery of water from humid air A process and a plant for the recovery of water from humid air are disclosed. Humid ambient air flows through an adsorber in which an adsorbing agent removes moisture from the air by adsorption. Subsequently, air heated by an air heater and delivered by a fan flows through the adsorber in order to recover by desorption the moisture from the moistened adsorbing agent. Thereafter, the water vapor-containing air is precooled in a counterflow heat exchanger and subsequently conducted into a condenser in which heat is extracted from it by means of a heat pump so that the water vapor condenses and is available in the form of liquid water. The air cooled and dried in the condenser is utilized in the counterflow heat exchanger for precooling the air fed into the condenser. The heat given off by the heat pump is supplied to the air heater in order to be utilized therein for heating the air flowing through the air heater.",
090-869-440-946-090,"Leaching system conduit with cantilevered leg joint A conduit for dispersing or gathering liquids in the earth has an arch shape cross section and alternating peak and valley corrugations along its length, with cantilever legs extending from one end to interact with the mating portion of a like conduit. The legs, along with a shiplap joint having flange discontinuities for manufacturability, provide a superior rigid joint when the conduits are mated and buried beneath the earth and subjected to vertical loads.",
196-737-613-465-420,"Drain cleaning apparatus having remote power feed A drain cleaning apparatus comprises an auger for insertion into a drain pipe or conduit which is adapted to rupture or dislodge debris therein; a motorized drive for causing rotational motion of the auger, which motorized drive is associated with a receptacle for the storage and distribution of the auger therefrom; and a remote power feed device affixed to the motorized drive by a guide tube in which the auger is extended. The remote power feed selectively engages the external surface of the auger and translates the rotational movement of the auger caused by the motorized drive into lateral movement through the interaction of angularly mounted or threaded engagement means. A guide conduit is rotatably mounted within the guide tube, encircling the auger therein. The guide conduit is mounted to the rotatable auger containment receptacle and the motorized drive, but is freely rotatably displaced within the guide tube. The guide conduit is adapted to rotate in a synchronous fashion with the motorized drive, the rotatable auger containment receptacle and the auger itself. The guide conduit is further adapted to provide a reduction in the frictional interface between the auger and the inner surface of the guide tube. It terminates within the guide tube proximate to the remote power feed. The guide conduit may be constructed of any flexible material which is adapted to resist compression in the lateral or axial direction. It may be constructed of a flexible plastic tube, or, most preferably, a spring.",
133-392-698-941-580,"METHOD OF REMOVING WATER FROM A DILUTE SOLUTION OF N-METHYLMORPHOLINE-N-OXIDE, N-METHYLMORPHOLINE, OR MORPHOLINE For the removal of water from dilute aqueous solution of NMMO, N-methylmorpholine or morpholine or mixtures thereof, the solution is subjected to reverse osmosis at a pressure in excess of the osmotic pressure and probably around 40 bar and a temperature of 25 DEG C. to 75 DEG C. to form a retentate containing the amines and a permeate which is practically free from the amines. The permeate can be used as process water while the retentate can be worked up to NMMO for reuse in the cellulose solubilization process.",
126-838-354-995-761,"Waste water storage and treatment system A multi-chamber basin is sized to collect excess waste water exceeding the processing capacity of a sewage system. In order to disinfect the waste water exceeding the basin capacity, disinfectant is added at a point in the system after the first basin. After the rain event is over and there is excess sewage treatment capacity, the sewage treatment in the multi-chamber basin is returned to the sewage system. By not disinfecting the waste water in the first basin chamber, the overall disinfectant usage can be minimized.",
153-859-203-527-84X,"Carbon-nanotube/nano-adsorption-material-based electrode and electrochemical valuable-metal recovery device using same The present invention relates to a carbon-nanotube/nano-adsorption-material-based electrode and an electrochemical valuable-metal recovery device using the same, and more particularly to an environmentally friendly carbon-nanotube/nano-adsorption-material-based electrode and an electrochemical valuable-metal recovery device using the same, in which valuable metals selectively adsorbed from e-waste wastewater are oxidized using, as an anode, an electrode including carbon nanotubes and a nano adsorption material capable of selectively adsorbing valuable metals and are simultaneously reduced at a cathode, thereby separating and recovering valuable metals.",
187-672-473-027-363,"Method for preventing obstruction in aluminum brass pipes in a water flow path A method for preventing obstruction in aluminum brass pipes in a water flow path, including the steps of continuously supplying iron ions or an iron ion supply compound to water in the water flow path in such a manner that a concentration of iron ions in the water is 0.005 to 0.05 mg/liter, and supplying hydrogen peroxide or a hydrogen peroxide supply compound for a period of time sufficient for preventing adhesion of organisms to the aluminum brass pipes but not impeditive to formation of corrosion-resistant coating inside the pipes, in such a manner that a concentration of hydrogen peroxide in the water is 0.1 to 1.5 mg/liter, whereby corrosion of aluminum brass pipes and adhesion of organisms to the pipes are prevented.",
025-930-307-109-333,Process and apparatus for introducing aqueous chloride dioxide into high pressure water injection wells Apparatus for and method of introducing aqueous chlorine dioxide solution into a high pressure water-containing pipeline without causing corrosion of the pipeline.,
046-010-731-747-780,Process for the catalytic treatment of wastewater A process is presented for the treatment of wastewater containing non-volatile pollutants and volatile chemically oxidizable organic and inorganic pollutants. The process combines efficient evaporation to concentrate the non-volatile compounds and a catalytic oxidation reaction to convert the volatilized organic and inorganic pollutants. A condensate product may be obtained by treating wastewater according to the inventive process that is of distilled water quality and substantially free of minerals and organics.,
139-267-950-595-487,"Fluid ionizer Disclosed is a new fluid ionizer for use within a dielectric conduit through which a fluid containing particulate impurities is flowing. The ionizer causes the impurities to cluster together to form larger particles which may be more easily filtered by subsequent processes. The fluid ionizer comprises a hollow electrically grounded first electrode disposed within the conduit and through which fluid flowing in the conduit also flows. A second electrode, coaxially positioned within the first electrode, has a plurality of pointed prongs projecting laterally therefrom to define an ionizing comb. The fluid flows amongst the prongs of the ionizing comb. The second electrode is negatively charged with a high frequency series of high voltage pulses whereby the second electrode, and more particularly the points of the ionizing comb, imparts a negative charge to some of the particles. The negatively charged particles attract the remaining naturally positively charged particles to form clusters of particles.",
107-685-521-792-993,"Water-escape device for freeze-prone water conduit A water-escape conduit connector for use in the exterior above-ground vertical section of a water-discharge conduit having an interior vertical conduit segment communicating with a sump pump container or liner 14. The water-discharge conduit comprises an upstream segment, between the sump pump liner and the water-escape connector, and a downstream segment between the water-escape connector and the discharge or outlet end of the conduit. The novel water-escape device of the present invention is interposed in the water discharge conduit, at an exterior, above-ground location, to provide an emergency water outlet in the event that the downstream conduit segment becomes sealed against the free discharge of water therefrom.",
073-316-417-413-791,"Method and a system for drying sludge PCT No. PCT/DK91/00175 Sec. 371 Date Feb. 8, 1992 Sec. 102(e) Date Feb. 8, 1992 PCT Filed Jun. 27, 1991 PCT Pub. No. WO92/00250 PCT Pub. Date Jan. 9, 1992.A method and a system serve to completely or partially dehydrate sludge by evaporation which originates from e.g. sewage. The sludge is dried with addition of heat in a drying chamber (2), the sludge being transported on an endless travelling grate (3) from an inlet opening (8) in the drying chamber (2) to a discharge opening (9) in it. The sludge is deposited on the grate in a plurality of juxtaposed sludge strings (18) by means of an extruder (6), in which the sludge is preheated to almost 100 DEG C. prior to extrusion. The extruded strings (18) are then heated with such an intensity that the water in the sludge immediately begins to boil, and that a zone of preferably saturated water steam is formed at any rate in the immediate vicinity of the sludge. This provides a light and porous, dried sludge product which is in no way either burnt or scorched, and which constitutes excellent fuel as well as excellent compost. The system has a simple and compact construction and is inexpensive to produce, just as it works at moderate operation costs.",
081-649-097-909-389,"Ground water collection system The ground water collection system is a filtering system for removing debris from ground water prior to drainage into a sewer line. The ground water collection system includes a basin having a drainage outlet formed through at least one sidewall. A filter shell is removably inserted within the basin, and a filter basket is removably inserted within the filter shell. A funnel member includes at least one funnel sidewall formed from mesh and opposed open upper and lower ends. An angled rim extends about the open upper end for funneling ground water through a central portion of the funnel member and into the filter basket. The funnel member is removably inserted within the filter basket so that the at least one funnel sidewall is positioned adjacent the open upper end of the filter basket. A grate removably covers an open upper end of the basin.",
020-032-398-004-572,"Management device for water treatment facility, cleaning chemical solution order placement system for water treatment facility, chemical solution order placement method for water treatment facility, and chemical solution cleaning planning method for water treatment facility A management device for a water treatment facility includes: a transmembrane pressure difference prediction unit configured to predict a general trend in a transmembrane pressure difference in a water treatment system based on an operation information, the operation information being related to the water treatment system including a membrane separation device installed therein; a chemical solution cleaning planning unit configured to devise such a chemical solution cleaning plan that chemical solution cleaning is performed before a period when a value of the transmembrane pressure difference predicted reaches a specified value; and a chemical solution order placement information generation unit configured to generate chemical solution order placement information based on the and the cleaning chemical solution stock information.",
097-956-909-591-179,"Liquid treatment apparatus, pure water production system, and liquid treatment method A desalination apparatus 12 (liquid treatment apparatus) includes a first water treatment unit 26 (liquid treatment unit) that includes a reverse osmosis membrane and in which a treated liquid is separated into a permeate that permeates the reverse osmosis membrane and a concentrate other than the permeate, a water recovery unit 28 (liquid recovery unit) that includes a reverse osmosis membrane and in which the concentrate is separated into a recovered liquid that permeates the reverse osmosis membrane and a waste liquid other than the recovered liquid, and a pressure increasing means that increases a liquid pressure of the concentrate, such that a state capable of separating into the recovered liquid and the waste liquid in the liquid recovery unit continues, and that directly feeds the concentrate from the liquid treatment unit to the liquid recovery unit.",
086-973-589-393-442,"Filter element for a gravity-flow water filter A filter element 28 for a gravity-flow water filter. An inlet screen 44 divides a cylinder 48 into two functionally distinct portions, an overflow chamber 24, and a filter body 26 which contains a filter medium 54. A wire half-loop 16 suspends overflow chamber 24 from an adjustable water source and positions overflow chamber 24 to catch the water outflow from the source. Wire half-loop 16 also positions overflow chamber 24 at a distance from the source so that there is a gap 22 between overflow chamber 24 and the source. The potential for water rising and spilling from overflow chamber 24 induces a user to adjust the source flow to less than a characteristic rate. When the flow is adjusted so that water level in overflow chamber 24 is not rising, the water level continues dropping until the flow of water from the source continuously enters the screened entrance of filter body 26 with no appreciable pressure head. Thus water moves more slowly through filter body 26 and filter medium 54 than if there were an appreciable pressure head at the entrance to filter body 26. With slower water motion, there is longer water-to-filter-medium contact, giving superior filtering effectiveness. Filtered water from filter element 28 is captured and accumulated in a receiver container 40 for later use.",
010-482-086-145-419,"Electrolysis apparatus and water treatment method Provided is an electrolysis apparatus with which the liquid that is to be treated can be continuously electrolyzed with high efficiency under high-temperature and high-pressure conditions. The electrolysis apparatus includes a cylindrical container main body including an inner peripheral surface serving as a cathode surface, an anode plate disposed in the container main body along an axis thereof, and end members attached to the respective ends of the container main body with nuts interposed therebetween, respectively. The end members are provided with nozzles, respectively, through which the liquid is passed. The end member is provided with a power supply rod connected to the anode plate which is inserted in the end member. Bipolar electrode plates are disposed in the container main body so as to be parallel to the anode plate. Insulators support the sides of the anode plate and the sides of the bipolar electrode plates.",
017-848-159-537-973,"Method of managing ionization for biofouling control in fresh raw water intakes A method of managing ionization for biofouling control in a water intake system that includes channeling a supply water stream through an electrochemical cell, monitoring at least one parameter of the supply water stream, determining an ion concentration threshold for the supply water stream based on the at least one parameter, and controlling the electrochemical cell such that ions are discharged into the supply water stream. The electrochemical cell is controlled such that an ion concentration of a treated water stream discharged from the electrochemical cell is greater than the ion concentration threshold.",
100-236-447-555-544,"Pipeline integrated manifold A subsea manifold (150) is integrated into a pipeline (22) so as to be deployable to the seabed together with the pipeline, from a pipe-laying vessel. The subsea manifold comprises a hub (106a, 106b) for receiving production fluid from at least one subsea christmas tree (54a, 54b), and further comprises a connection (112) for at least one service line (116) connected to a surface supply or control or monitoring facility.",
114-638-315-250-984,Land based or floating wastewater evaporator At least one electric atomizing fan is mounted on a portable land craft or a raft. An electric pump delivers pond water to the land craft or raft to evaporate the pond water. A land based power supply powers the pump and the atomizing fans. The either (submersible) pump sends the pond water to a dissipater adjacent the electric atomizing fan to produce a micro droplet mist. Preferably no additional evaporation chamber or heater is used. One embodiment uses a berm/platform to mount a plurality of land craft thereon. Either system could be mounted on a single trailer.,
184-309-183-882-788,"Test-fluid composition and method for detecting leaks in pipelines and associated facilities A method of locating leaks in pipelines and associated facilities and a novel leak-detection test-fluid are disclosed. The novel test-fluid, comprising an odorant (preferably dimethylsulphide), a mutual solvent and water, is injected into a pipeline or facility so that the test-fluid escapes through the leak and an odorant which, by virtue of its chemical and physical properties, is released from other test-fluid components to be detected in the vicinity of the leak.",
057-801-486-768-026,"Method and apparatus for generating foam within a pipe A foam generator is provided for generating a treatment foam within a pipe, such as a sewer pipe, in need of treatment. The foam generator includes a foam generating head having a first perforated conduit for carrying a fluid such as compressed air and a second perforated conduit surrounding said first conduit for carrying a fluid such as a liquid which contains a foaming agent and a treatment chemical. A wicking material surrounds the first and second conduits in the foam generating head and receives the compressed air and liquid from the conduits and causes the production of a foam. A pressure casing can surround the foam generating head for delivering the foam under increased pressure to coat an inner wall surface of the pipe.",
006-481-099-976-255,"Water treatment polymer containing poly[oxy-[(hydroxymethyl)-1,2-ethanediyl]] macromonomers and methods of use thereof A polymer and method of controlling corrosion and the formation and deposition of scale imparting compounds in water systems is disclosed. The polymer has the general structure: <IMAGE> wherein E1 comprises the repeat unit obtained after polymerization an alpha , beta ethylenically unsaturated carboxylic acid monomers, lower alkyl (C1-C6) ester or a hydroxylated lower alkyl (C1-C6) ester of such carboxylic acid, or amide forms thereof; E2 comprises the repeat unit obtained after polymerization of an alpha , beta ethylenically unsaturated monomer containing a sulfonic acid functionality; R1 is a hydrogen or a lower (C1-C3) alkyl; R2 is -CH2-O- or -C(=O)-O-; R3 is -[-CH2-CH(-CH2-OH)-O-]-n; n is an integer greater than 1; and R4 is hydrogen, or C1-C20 alkyl; and x is the molar percentage being between 1-98 molar %, y is the molar percentage being between 1-98 molar %, z is the molar percentage being between 98-1 molar %, wherein the sum of x, y and z equal 100%. This polymer may also be used in concert with topping agents.",
129-728-801-143-467,"Process and composition for inhibiting corrosion of metal parts in water systems A process and a composition for inhibiting corrosion of metal parts in water systems such as in recirculating cooling towers and the like, while additionally suppressing scale formation and inhibiting corrosion of copper and copper-containing alloys which comprises adding and dissolving in the aqueous system, a controlled combination of active constituents in effective amounts comprising as essential constituents, an alkali molybdate salt, a divalent metal cation selected from the group consisting of ZN++, Mn++ and Ni++; 1-hydroxyethylidene-1,1-diphosphonic acid and the aqueous soluble alkali salts thereof; and an organic agent selected from the group consisting of 2-mercaptobenzothiazole and the alkali salts thereof; 1,2,3-benzotriazole, and tolyltriazole.",
034-691-933-368-35X,"Water filtration method A drinking water filter for removing lead at point-of-use composed of specially treated gamma alumina particles between 48 and 100 mesh (0.148-0.297 mm), gamma alumina neutral (about 7 surface pH) or basic (about 9 surface pH) is washed in highly purified H2O at 100 DEG C. to reduce alumima surface pH to 3.5-5.0 and then washed with highly purified H2O at ambient temperature. The alumina is placed for three to twelve hours in bath having equivalent pH value (3.5-5.0) of acid electrolyte, diluted with a highly purified H2O, preferably HCl, ascorbic acid or EDTA, adjusted to alumina surface pH level and desired degree of dilution by salts such as NaCl and/or alkalies such as NaOH to transfer to adsorbent surface materials that effect selective ion exchange with lead and other heavy metal ions or otherwise cause their removal from drinking water. Upon removal of alumina from bath, it is vacuum washed and then dried in an oven at 200 DEG C. to 350 DEG C. for about two hours. For wet packing in cartridges about 50%, and for dry packing about 98% of moisture is so removed Cartridges contain about 200 grams alumina for each one-half gallon capacity flow per minute, the treated alumina being tightly packed in the cartridges to prevent channeling while not causing a pressure drop at maximum rated capacity of more than about 10 psi across the cartridge. The filter is placed after a further filter using shavings of a zinc-copper alloy to remove chlorine and nitrates, the alumina filter removing zinc, copper, and other heavy metals leached from the zinc-copper alloy media.",
177-885-802-302-36X,"Auto-regenerable hot and cold water softener The automatic regenerable cold/hot water softener includes a water softening tank having ion exchange resin and a regenerating tank filled with regenerating substance of the ion exchange resin. The water softener controls the mode for receiving raw water and discharging soft water using one switching valve, a direct water mode for discharging raw water itself, a regeneration mode for regenerating ion exchange resin, and a intermittence mode for intermitting the inflow and outflow of the raw water and the soft water. The precise regeneration time is judged according to used amount of the soft water by a temperature sensor and a flow meter for sensing temperature and flux of supply raw water. The regeneration is automatically prosecuted by a control part having a microprocessor. The cold/hot water softener serves a user's convenience in that sudden change of temperature is prevented.",
193-885-326-084-655,"Filter system for positioning within a storm water sewer A filter system for a storm water sewer includes a flat mount frame with inwardly projecting support wires and seats on an internal ledge of a grate frame supporting a removable grate. A fabricated circular wire basket has welded cross wires defining openings in side and bottom walls and is lined with a porous filter fabric for collecting silt within storm water flowing through openings in the grate. The wire basket has upwardly projecting bent wire portions hooked onto the support wires of the mount frame and define overflow passages and handle openings for removing the mount frame and the basket after the grate is removed. A smaller and lined lift-out wire basket is supported within a lower portion of the wire basket attached to the mount frame, and each wire basket may be compressed laterally into an oval configuration for use with a rectangular mount frame.",
191-349-277-115-539,"Combined alarm and back-flow prevention arrangement for fire suppression sprinkler system A backflow prevention and flow detection arrangement is provided by a first and a second check valve with a passageway provided between the check valves. The second check valve may be an alarm valve with an alarm which is sounded when the alarm valve is open. Bypass meter piping is provided to record a flow through the main conduit with the bypass meter piping having a check valve to maintain the integrity of the backflow preventer. Preferably, an inlet of the bypass meter piping is providing in fluid communication with the main conduit between the first and second check valves.",
104-091-346-084-289,"Low maintenance water distiller The water distiller 10 includes a plurality of housings 12, 14, 16 each mounted below a support plate 32. A voltage regulator 144 maintains a desired voltage potential between heating probes 34 and 36 within a heating bowl 46. An operator selector 142 automatically regulates the flow of water through inlet valve 70 to control the incoming water flow rate to the heating bowl. Area contact between water in the heating bowl and a substantially horizontal plate 42 at the lower end of each heating probe determines the electrical power used by the distiller, and maintains water in the heating bowl at substantially a constant level. An improved particle trap 80 and vent valve 100 provide reliable and safe operation of the distiller. Heating bowl 46 and a water inlet line 76 may be easily removed for cleaning the distiller.",
155-558-517-490-30X,"Method of detecting and identifying a location on a property corresponding to an underground cold water pipe leak A method of detecting and marking a location above ground on a property that is located above or near an underground cold water pipeline containing a leak in order to mark the location for future repair work. The method includes use of a pump or a recirculation pump and connected supply lines or crossover valves. A pump is installed and connected to a hot water outlet of a hot water heater. A crossover valve or supply lines connect a hot and cold angle stop for a water fixture. The method includes allowing the pump to circulate and to monitor a temperature of all the floors of the property. Once a hot area is detected on a particular floor of a room or area of the property, the location of the underground cold water pipeline containing the leak is identified and can be marked with a visible marker.",
141-170-465-856-242,"Apparatus for waste-water filtration A multi-step press apparatus for sludge dewatering and waste water filtration comprising: a tank, an inflatable membrane, a level sensor, and a nozzle assembly.",
019-563-576-976-428,"Toilet waste collection system for campgrounds The unpleasant task of manually removing a sewage holding tank from a recreation vehicle at a campground, and emptying it, is avoided by operatively connecting the RV sewage system to a stationary (preferably underground) vacuum installation at the campground. While the RV is renting space at the campground it is connected to an above ground vacuum hookup (typically including a conduit and a shut-off valve, and usually also a flexible hose with a dripless free end connection), at a campsite. The hookup is, in turn, connected to at least one underground vacuum source. The vacuum source may be a vacuum pump connected to a number of vacuum tanks (one for each hookup), with a check valve (e. g. duckbill valve) isolating each vacuum tank from the others. Alternatively, the vacuum source may be a vacuum generator connected to each hookup, and a common gravity sewer pipe connected to all of the vacuum generators.",
073-730-318-017-615,"Method for determining the duration of a brine/slow rinse cycle for a water conditioner An apparatus and method for determining the end of a service step and the duration of a brine/slow rinse step in a water conditioner having a bed of ion-exchange material. A sensor probe and a reference probe are positioned in the bed of ion-exchange material vertically displaced from each other. Voltage from each of the probes are monitored over a plurality of time intervals. When the percent increase in the impedance ratio exceeds a pre-specified value the end of a service step is identified and a regeneration cycle is initiated. During the regeneration step, the rate of change in the impedance ratio of the sensor probe to the reference probe is calculated and used to detect two peaks in the rate of change of impedance ratio between the sensor probe and the reference probe, followed by terminating the brine/slow rinse step after both peaks have been detected.",
038-584-813-302-171,"Solar desalination system A solar desalination system comprising a tank having a transparent cover. Salt water to be distilled is introduced into the tank at an inlet spaced from the cover while brackish or waste water is withdrawn from the tank through an outlet at substantially the same level as the inlet. A closed circuit air loop includes a tubular sparger of porous material which extends along the tank bottom in slightly spaced relation thereto. Air under pressure is delivered to the sparger at one end by a conduit passing through the end wall of the tank and a pump. Moisture-free air is introduced into the pump by a tube extending from a condenser. Vapor-saturated air is exhausted from the tank at a level between the water surface and the cover and is conveyed to the condenser through a pipe. Distilled water is taken from the bottom of the condenser. In a modified embodiment, the compressor is bypassed by a duct extending from the tube to the conduit and includes an adjustable valve. In operation, air from the sparger passes upwardly through the water in the tank in the form of small bubbles which entrain moisture to the point of saturation. The water and vapor-saturated air is heated by solar rays passing through the transparent cover.",
073-685-779-746-909,Effective area metal loss clustering A method of in-line inspection of integrity of a pipeline includes identifying a first prospective cluster related to at least a first feature of the pipeline and a second prospective cluster related to at least a second feature of the pipeline. The method includes calculating an effective area using Length Adaptive Pressure Assessment (LAPA) techniques. The effective area corresponds to a lower calculated burst pressure than surrounding areas of the pipeline. LAPA techniques are used to determine if the first prospective cluster interacts with the second prospective cluster. The method includes combining the first and the second prospective cluster when the effective area includes the first and the second prospective cluster to form a resultant cluster. The method further includes generating an indication of an attribute of the resultant cluster.,
